Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Richard Jefferson,#22,2017-18 ,DEN,20,8.2,1.5,0.6,1.4,44.4,0.1,0.4,28.6,0.2,0.4,57.1,0.1,0.8,0.9,0.8,0.3,0.1,0.1,0.6,3.8,0,0,-2.1
Mason Plumlee,#24,2017-18 ,DEN,74,19.5,7.1,3.0,5.0,60.1,0.0,0.0,0.0,1.1,2.4,45.8,1.8,3.6,5.4,1.9,1.4,0.7,1.1,2.5,20.3,3,0,-0.7
Mason Plumlee,#24,2016-17 ,DEN,27,23.4,9.1,3.7,6.7,54.7,0.0,0.0,0.0,1.7,2.8,61.8,1.9,4.6,6.4,2.6,1.7,0.7,1.1,2.9,24.3,5,0,-0.7
Malik Beasley,#25,2017-18 ,DEN,62,9.4,3.2,1.2,2.9,41.0,0.5,1.3,34.1,0.4,0.5,66.7,0.2,0.9,1.1,0.5,0.4,0.2,0.1,0.6,6.0,0,0,-0.4
Malik Beasley,#25,2016-17 ,DEN,22,7.5,3.8,1.5,3.3,45.2,0.4,1.3,32.1,0.4,0.5,80.0,0.2,0.5,0.8,0.5,0.4,0.3,0.0,0.5,6.0,0,0,2.6
Jamal Murray,#27,2017-18 ,DEN,81,31.7,16.7,5.9,13.1,45.1,2.0,5.4,37.8,2.8,3.1,90.5,1.0,2.7,3.7,3.4,2.1,1.0,0.3,2.1,28.0,1,0,2.8
Jamal Murray,#27,2016-17 ,DEN,82,21.5,9.9,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,0.5,2.1,2.6,2.1,1.4,0.6,0.3,1.5,17.5,1,0,0.9
Devin Harris,#34,2017-18 ,TOT,71,18.9,8.4,2.6,6.4,41.2,1.1,3.2,34.8,2.0,2.4,83.5,0.2,1.6,1.8,2.1,1.1,0.7,0.2,2.2,15.2,0,0,1.5
Devin Harris,#34,2010-11 ,TOT,71,31.7,15.2,4.8,11.5,42.2,0.8,2.5,32.2,4.7,5.7,83.3,0.2,2.1,2.4,7.1,2.9,1.0,0.1,2.3,29.0,9,0,-2.9
Devin Harris,#34,2007-08 ,TOT,64,31.6,14.8,5.0,10.8,46.3,0.9,2.6,33.5,3.9,4.7,82.4,0.4,2.3,2.7,5.8,2.5,1.4,0.2,3.0,28.8,4,0,3.1
Kenneth Faried,#35,2017-18 ,DEN,32,14.4,5.9,2.4,4.6,51.4,0.0,0.0,0.0,1.1,1.6,70.6,2.1,2.7,4.8,0.6,0.7,0.4,0.4,1.6,14.1,3,0,-1.3
Kenneth Faried,#35,2016-17 ,DEN,61,21.2,9.6,3.7,6.8,54.8,0.0,0.1,0.0,2.1,3.1,69.3,3.0,4.6,7.6,0.9,1.0,0.7,0.7,2.0,23.2,11,0,-1.0
Kenneth Faried,#35,2015-16 ,DEN,67,25.3,12.5,5.2,9.3,55.8,0.0,0.0,50.0,2.0,3.3,61.3,3.5,5.2,8.7,1.2,1.4,0.5,0.9,2.5,27.4,21,0,-1.6
Kenneth Faried,#35,2014-15 ,DEN,75,27.8,12.6,5.0,9.8,50.7,0.0,0.1,12.5,2.7,3.8,69.1,3.2,5.7,8.9,1.2,1.6,0.8,0.8,2.8,28.3,26,0,-0.5
Kenneth Faried,#35,2013-14 ,DEN,80,27.2,13.7,5.6,10.3,54.5,0.0,0.0,0.0,2.5,3.9,65.0,3.0,5.6,8.6,1.2,1.7,0.9,0.9,2.4,29.3,27,0,-2.0
Kenneth Faried,#35,2012-13 ,DEN,80,28.1,11.5,4.8,8.6,55.2,0.0,0.0,0.0,2.0,3.3,61.3,3.3,5.9,9.2,1.0,1.4,1.0,1.0,2.9,28.7,31,0,2.7
Kenneth Faried,#35,2011-12 ,DEN,46,22.5,10.2,3.9,6.7,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,1.2,0.7,1.0,2.5,24.7,12,0,0.1
Juancho Hernangomez,#41,2017-18 ,DEN,25,11.1,3.3,1.2,3.0,38.7,0.6,2.0,28.0,0.4,0.5,83.3,0.7,1.4,2.2,0.5,0.4,0.2,0.1,1.0,7.3,0,0,-1.0
Juancho Hernangomez,#41,2016-17 ,DEN,62,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75.0,0.7,2.3,3.0,0.5,0.5,0.5,0.2,1.0,10.8,1,0,-0.5
Jeff Teague,#0,2017-18 ,MIN,5,30.6,13.0,4.6,10.2,45.1,1.4,3.6,38.9,2.4,3.4,70.6,0.6,3.0,3.6,5.8,2.8,0.6,0.4,3.8,26.2,0,0,-11.0
Tyus Jones,#1,2017-18 ,MIN,4,13.7,1.0,0.5,1.8,28.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.0,0.3,0.3,0.0,0.0,7.2,0,0,0.8
Anthony Brown,#3,2017-18 ,MIN,1,3.7,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0,0,3.0
Gorgui Dieng,#5,2017-18 ,MIN,5,14.1,3.4,1.2,3.6,33.3,0.4,1.0,40.0,0.6,0.8,75.0,0.6,3.0,3.6,0.8,0.2,0.4,0.8,1.2,12.3,0,0,-0.2
Nemanja Bjelica,#8,2017-18 ,MIN,5,9.4,92.4,103.8,-11.4,11.1,3.00,13.0,7.3,20.4,13.8,4.3,56.3,60.3,18.3,100.88,13.6
Jamal Crawford,#11,2017-18 ,MIN,5,24.6,11.8,4.2,9.4,44.7,1.4,3.4,41.2,2.0,2.6,76.9,0.2,2.4,2.6,2.4,1.0,1.0,0.0,1.2,20.5,0,0,-1.0
Marcus Georges-Hunt,#13,2017-18 ,MIN,2,1.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0,0,-1.5
Andrew Wiggins,#22,2017-18 ,MIN,5,32.8,15.8,6.0,13.6,44.1,1.4,4.2,33.3,2.4,4.0,60.0,1.0,4.2,5.2,2.0,1.8,0.4,0.4,2.8,25.6,0,0,-11.2
Jimmy Butler,#23,2017-18 ,MIN,5,34.1,15.8,5.6,12.6,44.4,1.6,3.4,47.1,3.0,3.6,83.3,0.6,5.4,6.0,4.0,1.0,0.8,0.2,1.8,31.0,0,0,-2.4
Justin Patton,#24,2017-18 ,MIN,1,3.7,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0,0,3.0
Derrick Rose,#25,2017-18 ,MIN,5,23.8,14.2,5.8,11.4,50.9,1.4,2.0,70.0,1.2,1.4,85.7,0.2,1.6,1.8,2.6,1.6,0.4,0.0,1.8,19.9,0,0,0.2
Aaron Brooks,#30,2017-18 ,MIN,2,1.3,2.0,1.0,1.5,66.7,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0
Karl-Anthony Towns,#32,2017-18 ,MIN,5,33.9,15.2,5.6,12.0,46.7,0.6,2.2,27.3,3.4,4.6,73.9,3.0,10.4,13.4,2.2,2.4,0.4,1.0,2.8,36.4,3,0,-8.6
Cole Aldrich,#45,2017-18 ,MIN,21,2.3,0.6,0.2,0.7,33.3,0.0,0.0,0.0,0.1,0.3,33.3,0.1,0.6,0.7,0.1,0.0,0.1,0.0,0.5,2.0,0,0,-0.1
Cole Aldrich,#45,2016-17 ,MIN,62,8.6,1.7,0.7,1.4,52.3,0.0,0.0,0.0,0.2,0.4,68.2,0.8,1.7,2.5,0.4,0.3,0.4,0.4,1.4,7.4,1,0,-0.5
Taj Gibson,#67,2017-18 ,MIN,5,24.6,6.2,2.8,4.4,63.6,0.0,0.0,0.0,0.6,0.6,100,1.4,2.6,4.0,0.4,0.8,0.2,0.4,1.6,12.6,0,0,-7.8
Russell Westbrook,#0,2017-18 ,OKC,6,39.2,29.3,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,1.8,10.2,12.0,7.5,5.2,1.5,0.0,3.5,54.3,6,0,-6.0
Russell Westbrook,#0,2016-17 ,OKC,5,38.9,37.4,11.8,30.4,38.8,2.6,9.8,26.5,11.2,14.0,80.0,1.8,9.8,11.6,10.8,6.0,2.4,0.4,3.2,69.9,5,3,3.0
Russell Westbrook,#0,2015-16 ,OKC,18,37.4,26.0,8.8,21.8,40.5,1.9,5.8,32.4,6.4,7.8,82.9,2.3,4.6,6.9,11.0,4.3,2.6,0.1,2.4,54.4,15,1,6.6
Russell Westbrook,#0,2013-14 ,OKC,19,38.7,26.7,8.8,20.9,42.0,1.5,5.3,28.0,7.6,8.6,88.4,2.4,4.9,7.3,8.1,4.4,2.2,0.3,3.3,50.5,8,3,2.2
Russell Westbrook,#0,2012-13 ,OKC,2,33.8,24.0,8.5,20.5,41.5,1.0,4.5,22.2,6.0,7.0,85.7,0.5,6.0,6.5,7.0,4.0,3.0,0.0,2.5,47.3,1,0,15.0
Russell Westbrook,#0,2011-12 ,OKC,20,38.4,23.1,8.9,20.4,43.5,0.9,3.3,27.7,4.5,5.6,80.2,1.1,4.4,5.5,5.9,2.3,1.6,0.4,2.5,42.0,2,0,4.7
Russell Westbrook,#0,2010-11 ,OKC,17,37.5,23.8,7.9,20.2,39.4,0.8,2.8,29.2,7.1,8.4,85.2,2.1,3.2,5.4,6.4,4.6,1.4,0.4,3.3,40.5,2,1,1.6
Russell Westbrook,#0,2009-10 ,OKC,6,35.4,20.5,7.2,15.2,47.3,0.8,2.0,41.7,5.3,6.3,84.2,1.7,4.3,6.0,6.0,2.3,1.7,0.2,2.2,39.9,0,0,-2.0
Raymond Felton,#2,2017-18 ,OKC,6,13.1,5.2,2.0,5.2,38.7,1.2,2.3,50.0,0.0,0.3,0.0,0.3,1.8,2.2,1.5,0.8,0.7,0.3,1.2,12.2,0,0,-0.3
Corey Brewer,#3,2017-18 ,OKC,6,25.2,6.2,2.2,4.2,52.0,0.8,1.8,45.5,1.0,1.0,100,0.7,1.5,2.2,0.8,0.3,1.2,0.8,2.8,15.7,0,0,-7.3
Nick Collison,#4,2017-18 ,OKC,15,5.0,2.1,0.9,1.3,68.4,0.0,0.0,0.0,0.3,0.9,38.5,0.5,0.9,1.3,0.3,0.5,0.0,0.0,0.5,3.6,0,0,-0.3
Nick Collison,#4,2016-17 ,OKC,20,6.4,1.7,0.7,1.2,60.9,0.0,0.1,0.0,0.3,0.4,62.5,0.5,1.1,1.6,0.6,0.2,0.1,0.1,0.9,4.8,0,0,-2.0
Nick Collison,#4,2015-16 ,OKC,59,11.9,2.1,0.8,1.8,45.9,0.0,0.0,0.0,0.4,0.6,69.7,1.2,1.7,2.9,0.9,0.8,0.3,0.3,1.8,7.6,0,0,0.4
Nick Collison,#4,2014-15 ,OKC,66,16.7,4.1,1.6,3.8,41.9,0.2,0.9,26.7,0.7,1.0,69.2,1.4,2.4,3.8,1.4,0.7,0.5,0.4,2.4,12.8,0,0,1.3
Nick Collison,#4,2013-14 ,OKC,81,16.7,4.2,1.7,3.0,55.6,0.0,0.2,23.5,0.8,1.1,71.0,1.4,2.2,3.6,1.3,0.9,0.4,0.3,2.3,11.7,0,0,4.1
Nick Collison,#4,2012-13 ,OKC,81,19.5,5.1,2.2,3.7,59.5,0.0,0.0,0.0,0.7,1.0,76.9,1.5,2.6,4.1,1.5,0.9,0.6,0.4,2.4,14.4,1,0,4.5
Nick Collison,#4,2011-12 ,OKC,63,20.7,4.5,1.9,3.2,59.7,0.0,0.0,0.0,0.7,1.0,71.0,1.9,2.5,4.3,1.3,1.0,0.5,0.4,2.4,13.6,1,0,4.2
Nick Collison,#4,2010-11 ,OKC,71,21.5,4.6,1.9,3.4,56.6,0.0,0.0,0.0,0.8,1.0,75.3,1.7,2.8,4.5,1.0,0.8,0.6,0.4,3.0,13.7,1,0,4.3
Nick Collison,#4,2009-10 ,OKC,75,20.8,5.9,2.4,4.1,58.9,0.0,0.1,25.0,1.0,1.4,69.2,2.0,3.1,5.1,0.5,0.8,0.5,0.6,3.1,15.3,2,0,3.6
Nick Collison,#4,2008-09 ,OKC,71,25.8,8.2,3.4,6.0,56.8,0.0,0.0,0.0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,1.0,0.7,0.7,3.4,21.1,11,0,-3.0
Carmelo Anthony,#7,2017-18 ,OKC,6,32.3,11.8,4.5,12.0,37.5,1.0,4.7,21.4,1.8,2.5,73.3,0.5,5.2,5.7,0.3,1.0,1.7,0.7,2.3,25.1,0,0,-9.7
Alex Abrines,#8,2017-18 ,OKC,6,18.3,4.0,1.3,3.3,40.0,1.0,2.2,46.2,0.3,0.3,100,0.5,2.2,2.7,0.3,0.2,0.8,0.3,1.8,11.0,0,0,4.0
Alex Abrines,#8,2016-17 ,OKC,5,16.0,4.8,1.6,4.6,34.8,1.0,3.4,29.4,0.6,0.8,75.0,0.4,1.4,1.8,0.8,0.0,0.0,0.0,1.6,8.2,0,0,-9.4
Jerami Grant,#9,2017-18 ,OKC,6,22.1,7.2,3.0,5.8,51.4,0.3,1.3,25.0,0.8,1.8,45.5,1.3,2.0,3.3,1.0,1.0,0.7,0.5,2.5,15.2,0,0,4.8
Jerami Grant,#9,2016-17 ,OKC,5,22.1,9.2,3.8,6.2,61.3,0.4,1.2,33.3,1.2,1.4,85.7,1.4,2.4,3.8,0.8,0.6,0.2,0.4,1.4,16.2,0,0,-15.8
Steven Adams,#12,2017-18 ,OKC,6,33.4,10.5,4.5,7.7,58.7,0.0,0.0,0.0,1.5,2.2,69.2,3.2,4.3,7.5,1.5,0.7,0.7,0.7,2.5,25.1,1,0,-2.5
Steven Adams,#12,2016-17 ,OKC,5,31.4,8.0,3.6,5.6,64.3,0.0,0.0,0.0,0.8,2.2,36.4,3.4,3.4,6.8,1.4,0.8,1.2,1.8,2.8,26.5,0,0,3.2
Steven Adams,#12,2015-16 ,OKC,18,30.7,10.1,3.8,6.2,61.3,0.0,0.1,0.0,2.6,4.1,63.0,3.4,6.1,9.5,0.7,0.9,0.5,0.8,3.1,25.5,6,0,2.4
Steven Adams,#12,2013-14 ,OKC,18,18.4,3.9,1.7,2.5,68.9,0.0,0.0,0.0,0.4,1.3,34.8,1.2,2.9,4.1,0.2,0.6,0.1,1.3,2.7,12.8,1,0,-1.5
Paul George,#13,2017-18 ,OKC,6,41.9,24.7,8.2,20.0,40.8,3.2,8.7,36.5,5.2,6.0,86.1,0.7,5.3,6.0,2.7,4.0,1.3,0.7,2.8,37.9,1,0,-3.7
Kyle Singler,#15,2017-18 ,OKC,12,4.9,1.9,0.6,1.8,33.3,0.2,0.4,40.0,0.6,1.1,53.8,0.1,0.8,0.8,0.2,0.3,0.1,0.0,0.3,3.2,0,0,-0.1
Kyle Singler,#15,2016-17 ,OKC,32,12.0,2.8,1.1,2.6,41.0,0.2,1.2,18.9,0.4,0.5,76.5,0.3,1.3,1.5,0.3,0.3,0.2,0.2,0.9,5.8,0,0,0.3
Kyle Singler,#15,2015-16 ,OKC,68,14.4,3.4,1.3,3.3,38.9,0.4,1.4,30.9,0.4,0.6,65.9,0.7,1.3,2.1,0.4,0.5,0.4,0.1,1.8,7.7,0,0,-0.3
Kyle Singler,#15,2014-15 ,OKC,26,17.6,3.7,1.2,3.7,33.3,0.8,2.1,37.0,0.4,0.6,68.8,0.4,1.7,2.1,0.7,0.5,0.5,0.3,2.1,9.2,0,0,-0.8
Andre Roberson,#21,2017-18 ,OKC,39,26.6,5.0,2.2,4.2,53.7,0.2,0.9,22.2,0.3,1.0,31.6,1.9,2.8,4.7,1.2,0.8,1.2,0.9,2.3,17.8,0,0,4.8
Andre Roberson,#21,2016-17 ,OKC,79,30.1,6.6,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1.0,0.6,1.2,1.0,2.6,20.2,2,0,1.8
Andre Roberson,#21,2015-16 ,OKC,70,22.2,4.8,1.9,3.9,49.6,0.5,1.5,31.1,0.5,0.8,61.1,1.1,2.5,3.6,0.7,0.5,0.8,0.6,1.9,13.7,0,0,3.7
Andre Roberson,#21,2014-15 ,OKC,67,19.2,3.4,1.4,3.0,45.8,0.3,1.3,24.7,0.3,0.7,47.9,0.9,2.9,3.8,1.0,0.7,0.8,0.4,2.1,12.5,1,0,1.5
Andre Roberson,#21,2013-14 ,OKC,40,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.5,0.3,1.9,7.0,0,0,0.7
Terrance Ferguson,#23,2017-18 ,OKC,3,2.1,1.0,0.3,0.3,100,0.3,0.3,100,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,1.9,0,0,3.7
Daniel Hamilton,#25,2017-18 ,OKC,6,4.6,2.0,0.8,1.8,45.5,0.3,0.8,40.0,0.0,0.0,0.0,0.0,0.8,0.8,1.3,0.3,0.2,0.0,0.3,5.2,0,0,-2.0
Josh Huestis,#34,2017-18 ,OKC,4,4.8,0.8,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.8,3.2,0,0,-0.3
Josh Huestis,#34,2015-16 ,OKC,2,5.1,1.5,0.5,1.5,33.3,0.5,1.0,50.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.5,3.3,0,0,1.0
PJ Dozier,#35,2017-18 ,OKC,2,1.6,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.1,0,0,-1.5
Dakari Johnson,#44,2017-18 ,OKC,2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0
Patrick Patterson,#54,2017-18 ,OKC,6,9.6,1.3,0.5,1.0,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.2,1.7,1.8,0.5,0.5,0.2,0.0,1.3,4.3,0,0,-4.0
Damian Lillard,#0,2017-18 ,POR,4,40.6,18.5,6.3,17.8,35.2,2.3,7.5,30.0,3.8,4.3,88.2,0.8,3.8,4.5,4.8,4.0,1.3,0.0,2.0,30.8,0,0,-10.5
Damian Lillard,#0,2016-17 ,POR,4,37.7,27.8,9.8,22.5,43.3,2.3,8.0,28.1,6.0,6.3,96.0,1.0,3.5,4.5,3.3,3.3,1.3,0.5,2.8,40.0,0,0,-21.0
Damian Lillard,#0,2015-16 ,POR,11,39.8,26.5,8.1,22.0,36.8,3.8,9.7,39.3,6.5,7.1,91.0,1.1,3.2,4.3,6.3,3.0,1.3,0.3,2.1,42.6,2,0,-3.6
Damian Lillard,#0,2014-15 ,POR,5,40.2,21.6,7.8,19.2,40.6,1.0,6.2,16.1,5.0,6.4,78.1,0.4,3.6,4.0,4.6,2.4,0.4,0.6,3.0,33.9,0,0,-5.4
Damian Lillard,#0,2013-14 ,POR,11,42.3,22.9,7.5,17.2,43.9,2.5,6.4,38.6,5.4,6.0,89.4,1.1,4.0,5.1,6.5,2.7,1.0,0.1,2.6,39.4,2,0,-1.2
Evan Turner,#1,2017-18 ,POR,3,28.9,9.3,4.0,11.0,36.4,0.7,2.3,28.6,0.7,0.7,100,1.7,2.3,4.0,3.3,2.0,1.0,0.3,2.7,21.1,0,0,-6.7
Evan Turner,#1,2016-17 ,POR,4,31.0,10.3,3.0,8.3,36.4,1.3,3.8,33.3,3.0,4.0,75.0,0.8,5.0,5.8,3.8,1.8,1.8,0.5,1.8,27.8,1,0,-11.8
Wade Baldwin IV,#2,2017-18 ,POR,4,4.8,1.0,0.3,1.0,25.0,0.3,0.3,100,0.3,0.5,50.0,0.0,0.8,0.8,0.8,0.8,0.3,0.3,0.3,3.8,0,0,1.8
CJ McCollum,#3,2017-18 ,POR,4,38.9,25.3,10.0,19.3,51.9,2.8,6.5,42.3,2.5,3.3,76.9,0.0,2.0,2.0,3.5,2.3,1.3,0.3,2.8,35.2,0,0,-9.0
CJ McCollum,#3,2016-17 ,POR,4,35.1,22.5,8.0,20.0,40.0,2.8,5.5,50.0,3.8,4.0,93.8,2.0,4.0,6.0,1.0,3.8,1.0,0.5,2.5,32.0,0,0,-14.5
CJ McCollum,#3,2015-16 ,POR,11,40.2,20.5,7.6,17.9,42.6,1.8,5.3,34.5,3.4,4.2,80.4,0.6,3.0,3.6,3.3,1.8,0.9,0.5,2.7,32.0,0,0,0.5
CJ McCollum,#3,2014-15 ,POR,5,33.2,17.0,6.4,13.4,47.8,2.2,4.6,47.8,2.0,2.6,76.9,0.2,3.8,4.0,0.4,1.2,1.2,0.2,2.6,25.4,0,0,3.2
CJ McCollum,#3,2013-14 ,POR,6,4.0,0.7,0.2,1.8,9.1,0.0,0.8,0.0,0.3,0.3,100,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.3,0.7,0,0,-2.3
Maurice Harkless,#4,2017-18 ,POR,2,26.6,8.0,3.5,6.5,53.8,1.0,3.0,33.3,0.0,0.0,0.0,1.5,2.5,4.0,2.0,0.5,0.0,0.5,2.0,16.8,0,0,-3.0
Maurice Harkless,#4,2016-17 ,POR,4,24.8,7.3,2.5,8.5,29.4,0.5,3.0,16.7,1.8,2.0,87.5,1.8,1.5,3.3,0.8,0.3,1.3,1.3,3.5,19.5,0,0,-12.5
Maurice Harkless,#4,2015-16 ,POR,11,24.7,11.0,4.3,10.0,42.7,1.4,4.0,34.1,1.1,2.3,48.0,2.0,3.1,5.1,0.6,1.0,0.9,0.3,3.5,20.6,1,0,-2.6
Pat Connaughton,#5,2017-18 ,POR,4,14.8,4.0,1.5,3.8,40.0,0.5,2.5,20.0,0.5,0.5,100,0.5,0.5,1.0,1.5,0.3,0.3,0.3,2.3,8.7,0,0,-5.8
Pat Connaughton,#5,2016-17 ,POR,3,8.0,2.3,0.7,3.0,22.2,0.0,2.0,0.0,1.0,1.0,100,0.3,2.0,2.3,1.3,0.0,0.0,0.0,0.0,7.1,0,0,1.7
Pat Connaughton,#5,2015-16 ,POR,6,1.3,1.3,0.5,0.8,60.0,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.5,0,0,-0.5
Shabazz Napier,#6,2017-18 ,POR,2,17.5,5.5,2.5,5.5,45.5,0.0,2.0,0.0,0.5,1.0,50.0,0.0,1.0,1.0,1.5,3.0,1.5,0.0,0.5,10.5,0,0,1.5
Shabazz Napier,#6,2016-17 ,POR,4,11.7,6.8,2.0,4.8,42.1,1.3,2.8,45.5,1.5,2.0,75.0,0.3,0.8,1.0,0.8,0.0,0.5,0.0,1.5,10.6,0,0,-1.3
Al-Farouq Aminu,#8,2017-18 ,POR,4,32.7,17.3,6.8,13.0,51.9,3.3,7.5,43.3,0.5,0.5,100,3.0,6.0,9.0,1.3,1.5,1.0,0.5,2.0,32.9,1,0,-11.0
Al-Farouq Aminu,#8,2016-17 ,POR,4,28.2,12.0,4.3,9.3,45.9,1.8,4.3,41.2,1.8,2.8,63.6,1.3,5.3,6.5,1.0,2.3,0.8,1.0,2.3,24.3,0,0,-10.5
Al-Farouq Aminu,#8,2015-16 ,POR,11,33.8,14.6,5.1,11.6,43.8,2.5,6.4,40.0,1.9,2.6,72.4,2.1,6.5,8.6,1.8,1.9,0.7,0.9,2.8,30.7,4,0,-1.1
Jake Layman,#10,2017-18 ,POR,1,7.9,6.0,3.0,3.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,14.7,0,0,11.0
Jake Layman,#10,2016-17 ,POR,2,8.0,3.0,1.0,2.0,50.0,0.5,0.5,100,0.5,1.0,50.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,5.9,0,0,1.5
Meyers Leonard,#11,2017-18 ,POR,2,4.1,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.4,0,0,6.0
Meyers Leonard,#11,2016-17 ,POR,3,10.2,0.7,0.3,1.7,20.0,0.0,1.3,0.0,0.0,0.0,0.0,0.7,2.0,2.7,0.3,1.3,0.0,0.0,2.0,3.0,0,0,-6.0
Meyers Leonard,#11,2014-15 ,POR,5,21.3,7.8,2.8,4.2,66.7,2.0,2.6,76.9,0.2,0.4,50.0,1.2,5.4,6.6,1.0,0.6,0.4,0.4,3.4,19.0,1,0,6.0
Meyers Leonard,#11,2013-14 ,POR,4,2.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.6,0,0,0.0
Ed Davis,#17,2017-18 ,POR,4,17.7,2.8,1.3,2.5,50.0,0.0,0.0,0.0,0.3,1.0,25.0,1.3,6.8,8.0,0.0,1.0,0.0,0.3,1.8,12.1,0,0,0.0
Ed Davis,#17,2015-16 ,POR,11,18.6,5.5,1.9,3.6,52.5,0.0,0.2,0.0,1.7,3.0,57.6,2.4,4.5,6.8,1.3,0.9,0.2,0.6,3.0,17.2,0,0,-0.9
Georgios Papagiannis,#19,2017-18 ,TOT,17,7.2,2.1,1.1,2.5,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,2.2,0.5,0.5,0.2,0.4,0.7,6.8,0,0,-0.3
CJ Wilcox,#23,2015-16 ,LAC,2,3.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.4,0,0,4.5
Jusuf Nurkic,#27,2017-18 ,POR,4,23.4,11.8,4.8,9.8,48.7,0.0,0.0,0.0,2.3,2.8,81.8,3.0,5.0,8.0,1.0,0.8,1.5,1.3,3.5,30.4,2,0,-7.3
Jusuf Nurkic,#27,2016-17 ,POR,1,16.7,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,3.0,0.0,1.0,1.0,21.2,0,0,8.0
Zach Collins,#33,2017-18 ,POR,4,17.4,7.0,2.8,7.5,36.7,0.8,3.5,21.4,0.8,1.0,75.0,0.8,2.3,3.0,1.5,0.5,0.8,0.5,2.5,16.1,0,0,-6.0
Caleb Swanigan,#50,2017-18 ,POR,1,7.9,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.9,0,0,11.0
Joe Ingles,#2,2017-18 ,UTA,9,34.4,14.8,5.1,10.9,46.9,3.4,7.1,48.4,1.1,1.7,66.7,0.4,3.4,3.9,3.0,2.4,0.6,0.2,2.4,23.8,0,0,3.7
Joe Ingles,#2,2016-17 ,UTA,11,30.3,6.5,2.3,5.6,40.3,1.4,3.7,36.6,0.5,0.8,66.7,0.2,3.5,3.7,3.3,1.5,2.0,0.5,2.5,21.7,0,0,-0.4
Ricky Rubio,#3,2017-18 ,UTA,6,30.1,14.0,4.7,13.2,35.4,1.7,5.3,31.3,3.0,3.8,78.3,0.8,6.5,7.3,7.0,3.0,1.3,0.5,2.2,35.8,2,1,5.2
David Stockton,#5,2017-18 ,UTA,2,2.9,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.6,0,0,1.5
