Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Fred VanVleet,#23,2016-17 ,TOR,7,4.2,2.0,0.9,1.3,66.7,0.3,0.7,40.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,0.1,0.0,0.4,3.3,0,0,2.6
Norman Powell,#24,2017-18 ,TOR,5,5.5,1.4,0.4,1.8,22.2,0.2,1.2,16.7,0.4,0.4,100,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.6,2.0,0,0,-0.6
Norman Powell,#24,2016-17 ,TOR,9,25.2,11.7,3.9,9.1,42.7,1.7,3.8,44.1,2.2,2.7,83.3,0.6,2.6,3.1,1.6,1.7,1.1,0.3,2.8,20.4,0,0,-0.3
Norman Powell,#24,2015-16 ,TOR,18,11.4,3.8,1.5,3.9,38.6,0.4,1.4,26.9,0.4,0.4,87.5,0.2,1.3,1.5,0.3,0.3,0.7,0.1,1.0,8.3,0,0,-1.1
Alfonzo McKinnie,#34,2017-18 ,TOR,14,3.8,1.5,0.6,1.1,53.3,0.2,0.6,33.3,0.1,0.2,66.7,0.1,0.4,0.5,0.1,0.2,0.1,0.1,0.6,2.4,0,0,-0.9
Jakob Poeltl,#42,2017-18 ,TOR,8,16.0,6.1,2.1,3.5,60.7,0.0,0.1,0.0,1.9,2.4,78.9,1.8,2.5,4.3,0.8,0.9,0.4,0.4,3.0,13.7,0,0,-3.6
Jakob Poeltl,#42,2016-17 ,TOR,6,4.4,1.7,0.8,1.8,45.5,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.0,2.0,0.0,0.0,0.2,0.2,0.5,5.1,0,0,3.5
Pascal Siakam,#43,2017-18 ,TOR,8,17.1,6.4,2.4,3.9,61.3,0.4,0.5,75.0,1.3,2.1,58.8,0.8,3.1,3.9,0.8,0.8,0.1,0.8,2.6,14.0,0,0,-0.4
Pascal Siakam,#43,2016-17 ,TOR,2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,4.1,0,0,7.0
Delon Wright,#55,2017-18 ,TOR,8,23.6,9.3,3.4,7.5,45.0,1.1,2.4,47.4,1.4,1.5,91.7,0.4,2.0,2.4,2.6,1.1,1.8,0.9,1.0,22.8,0,0,0.0
Delon Wright,#55,2016-17 ,TOR,9,10.2,2.8,1.0,1.9,52.9,0.2,0.7,33.3,0.6,0.8,71.4,0.4,1.0,1.4,1.4,0.6,0.4,0.1,0.4,7.8,0,0,1.1
Delon Wright,#55,2015-16 ,TOR,9,4.6,1.6,0.3,1.1,30.0,0.0,0.1,0.0,0.9,1.4,61.5,0.1,0.3,0.4,0.3,0.2,0.3,0.0,0.2,3.4,0,0,0.6
Lucas Nogueira,#92,2017-18 ,TOR,4,5.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.3,0.3,0.3,0.5,0.0,0.0,1.3,0.4,0,0,-4.5
Lucas Nogueira,#92,2016-17 ,TOR,3,2.4,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.7,1.0,1.7,0.0,0.0,0.0,0.0,0.3,3.0,0,0,3.0
Lucas Nogueira,#92,2015-16 ,TOR,5,5.8,1.2,0.6,0.8,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,1.6,0.0,0.0,0.0,0.0,0.6,3.1,0,0,-1.4
Sean Kilpatrick,#0,2017-18 ,TOT,52,12.3,6.3,2.1,5.7,37.4,0.9,2.8,31.9,1.2,1.4,88.9,0.1,1.6,1.7,0.9,0.7,0.3,0.1,0.6,10.0,0,0,-2.2
Sean Kilpatrick,#0,2015-16 ,TOT,31,19.9,11.1,4.0,8.7,45.6,1.3,3.7,34.2,1.9,2.2,89.6,0.4,1.4,1.8,0.9,1.0,0.4,0.1,1.2,15.1,0,0,-4.7
Jerian Grant,#2,2017-18 ,CHI,74,22.8,8.4,2.8,6.8,41.6,0.8,2.5,32.6,1.9,2.5,74.5,0.4,1.9,2.3,4.6,1.2,0.9,0.1,1.8,19.8,5,0,-3.4
Jerian Grant,#2,2016-17 ,CHI,63,16.3,5.9,2.0,4.8,42.5,0.8,2.1,36.6,1.0,1.2,89.0,0.3,1.5,1.8,1.9,0.7,0.7,0.1,1.5,12.8,1,0,0.8
Omer Asik,#3,2017-18 ,TOT,18,10.1,1.2,0.5,1.2,40.9,0.0,0.0,0.0,0.2,0.7,30.8,0.5,2.1,2.6,0.2,0.5,0.1,0.2,1.1,5.1,0,0,-1.8
Bobby Portis,#5,2017-18 ,CHI,73,22.5,13.2,5.2,11.1,47.1,1.1,3.1,35.9,1.6,2.1,76.9,2.2,4.6,6.8,1.7,1.4,0.7,0.3,1.8,25.5,12,0,-1.1
Bobby Portis,#5,2016-17 ,CHI,64,15.6,6.8,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,1.2,3.5,4.6,0.5,0.6,0.3,0.2,1.5,13.9,5,0,-1.3
Bobby Portis,#5,2015-16 ,CHI,62,17.8,7.0,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.8,0.9,0.4,0.4,1.6,16.2,6,0,-2.9
Cristiano Felicio,#6,2017-18 ,CHI,55,17.8,5.6,2.3,3.9,59.1,0.0,0.0,0.0,1.0,1.5,66.7,1.5,2.7,4.2,1.0,1.0,0.3,0.2,1.9,12.7,3,0,-6.1
Cristiano Felicio,#6,2016-17 ,CHI,66,15.8,4.8,1.9,3.3,57.9,0.0,0.0,0.0,0.9,1.4,64.5,1.9,2.8,4.7,0.6,0.5,0.4,0.3,1.7,12.8,3,0,-0.5
Cristiano Felicio,#6,2015-16 ,CHI,31,10.3,3.4,1.3,2.3,55.6,0.0,0.1,0.0,0.8,1.1,71.4,1.0,2.3,3.3,0.8,0.4,0.2,0.4,1.0,10.0,0,0,1.7
Justin Holiday,#7,2017-18 ,CHI,72,31.5,12.2,4.0,10.9,37.1,2.2,6.2,35.9,1.9,2.3,82.3,0.4,3.6,4.0,2.1,1.3,1.1,0.4,1.9,23.5,1,0,-2.5
Justin Holiday,#7,2015-16 ,CHI,27,18.9,6.5,2.4,5.7,41.3,1.0,2.2,43.3,0.8,1.0,81.5,0.3,2.0,2.3,1.7,1.0,0.7,0.6,1.5,14.6,0,0,-1.8
Zach LaVine,#8,2017-18 ,CHI,24,27.3,16.7,5.7,14.8,38.3,1.8,5.1,34.1,3.6,4.5,81.3,0.4,3.5,3.9,3.0,1.8,1.0,0.2,2.3,27.6,0,0,-7.2
Antonio Blakeney,#9,2017-18 ,CHI,19,16.5,7.9,2.8,7.5,37.1,0.8,2.7,28.8,1.6,2.1,76.9,0.2,1.5,1.7,1.1,0.6,0.4,0.1,1.0,12.3,0,0,-0.3
David Nwaba,#11,2017-18 ,CHI,70,23.5,7.9,2.9,6.0,47.8,0.3,0.7,34.6,1.9,2.9,65.5,1.3,3.4,4.7,1.5,1.1,0.8,0.4,2.3,18.4,3,0,-3.4
Ryan Arcidiacono,#15,2017-18 ,CHI,24,12.7,2.0,0.7,1.7,41.5,0.4,1.3,29.0,0.2,0.3,83.3,0.0,1.0,1.0,1.5,0.5,0.5,0.0,0.8,6.5,0,0,-1.0
Paul Zipser,#16,2017-18 ,CHI,54,15.3,4.0,1.5,4.3,34.6,0.7,2.0,33.6,0.4,0.5,76.0,0.2,2.2,2.4,0.9,0.8,0.4,0.3,1.6,9.4,0,0,-4.0
Paul Zipser,#16,2016-17 ,CHI,44,19.2,5.5,2.0,5.0,39.8,0.8,2.3,33.3,0.7,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,11.3,0,0,0.3
Cameron Payne,#22,2017-18 ,CHI,25,23.3,8.8,3.5,8.6,40.5,1.4,3.6,38.5,0.5,0.6,75.0,0.7,2.0,2.8,4.5,1.4,1.0,0.4,1.8,21.7,1,0,-3.6
Cameron Payne,#22,2016-17 ,CHI,11,12.9,4.9,1.9,5.7,33.3,1.0,3.1,32.4,0.1,0.4,25.0,0.1,1.5,1.5,1.4,1.2,0.4,0.0,1.3,8.7,0,0,-2.7
Lauri Markkanen,#24,2017-18 ,CHI,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,1.2,6.3,7.5,1.2,1.2,0.6,0.6,1.5,28.2,14,0,-5.7
Noah Vonleh,#30,2017-18 ,TOT,54,16.2,4.9,1.9,4.3,44.4,0.4,1.2,30.3,0.7,1.1,62.1,1.3,4.5,5.8,0.6,0.6,0.4,0.3,1.3,14.2,3,0,-0.7
Jarell Eddie,#31,2017-18 ,TOT,3,2.9,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,1.4,0,0,0.3
Kris Dunn,#32,2017-18 ,CHI,52,29.3,13.4,5.5,12.8,42.9,0.8,2.6,32.1,1.6,2.2,73.0,0.5,3.8,4.3,6.0,2.9,2.0,0.5,3.3,32.2,4,0,-5.3
Robin Lopez,#42,2017-18 ,CHI,64,26.4,11.8,5.3,10.1,53.0,0.1,0.2,28.6,1.1,1.4,75.6,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,21.6,3,0,-3.1
Robin Lopez,#42,2016-17 ,CHI,81,28.0,10.4,4.7,9.6,49.3,0.0,0.0,0.0,0.9,1.3,72.1,3.0,3.4,6.4,1.0,1.1,0.2,1.4,1.9,23.4,8,0,0.9
Denzel Valentine,#45,2017-18 ,CHI,77,27.2,10.2,3.9,9.4,41.7,1.9,4.8,38.6,0.5,0.7,74.5,0.6,4.5,5.1,3.2,1.3,0.8,0.1,2.4,22.7,5,0,-3.5
Denzel Valentine,#45,2016-17 ,CHI,57,17.1,5.1,1.8,5.1,35.4,1.3,3.6,35.1,0.2,0.3,77.8,0.2,2.5,2.6,1.1,0.9,0.5,0.1,1.5,11.0,1,0,-0.3
Kevin Love,#0,2017-18 ,CLE,9,33.2,13.1,4.6,12.8,35.7,1.9,5.0,37.8,2.1,2.3,90.5,2.7,7.2,9.9,1.2,2.1,0.6,0.3,3.1,27.4,2,0,0.9
Kevin Love,#0,2016-17 ,CLE,18,32.1,16.8,5.3,12.1,43.6,2.8,6.2,45.0,3.5,4.2,84.0,2.0,8.6,10.6,1.7,1.7,1.2,0.9,2.6,36.5,8,0,8.2
Kevin Love,#0,2015-16 ,CLE,20,30.6,14.7,4.6,12.0,38.5,2.3,5.6,41.4,3.2,3.8,84.0,1.7,7.1,8.8,2.1,1.4,0.5,0.4,1.7,29.5,10,0,8.0
Kevin Love,#0,2014-15 ,CLE,4,26.7,14.3,4.3,10.3,41.5,2.3,5.3,42.9,3.5,4.8,73.7,1.5,5.5,7.0,2.5,1.5,0.3,0.5,3.0,27.2,1,0,9.0
Rodney Hood,#1,2017-18 ,CLE,9,17.7,5.1,2.1,5.1,41.3,0.2,1.6,14.3,0.7,0.9,75.0,0.1,1.2,1.3,1.1,1.1,0.3,0.2,2.0,8.9,0,0,-6.6
George Hill,#3,2017-18 ,CLE,6,24.2,9.0,2.8,5.7,50.0,0.3,1.7,20.0,3.0,3.7,81.8,0.7,1.5,2.2,2.2,1.2,0.2,0.3,2.2,15.2,0,0,4.2
JR Smith,#5,2017-18 ,CLE,9,33.4,10.6,3.6,9.3,38.1,2.4,6.3,38.6,1.0,1.1,90.0,0.7,2.1,2.8,1.1,1.2,1.2,0.2,2.4,18.7,0,0,2.7
JR Smith,#5,2016-17 ,CLE,18,27.0,8.1,2.8,5.5,50.5,2.2,4.4,50.0,0.3,0.6,45.5,0.3,2.1,2.3,0.7,0.7,0.7,0.3,2.3,14.4,0,0,5.4
JR Smith,#5,2015-16 ,CLE,21,34.8,11.5,3.9,9.0,43.6,3.1,7.2,43.0,0.6,1.0,61.9,0.3,2.9,3.2,1.4,0.5,1.2,0.2,2.6,21.3,0,0,7.9
JR Smith,#5,2014-15 ,CLE,18,31.1,12.8,4.6,11.4,40.3,2.8,7.9,35.9,0.8,1.1,70.0,0.5,4.2,4.7,1.2,0.8,0.9,0.6,3.0,24.0,2,0,2.3
Jordan Clarkson,#8,2017-18 ,CLE,9,17.0,4.6,1.9,5.8,32.7,0.4,2.2,20.0,0.3,0.4,75.0,0.2,1.2,1.4,1.0,0.6,0.1,0.1,1.0,7.9,0,0,-4.0
Okaro White,#9,2017-18 ,MIA,6,13.3,3.3,1.2,2.7,43.8,0.7,1.8,36.4,0.3,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,6.9,0,0,-0.2
Okaro White,#9,2016-17 ,MIA,35,13.5,2.8,0.9,2.5,37.9,0.3,1.0,35.3,0.6,0.6,90.9,0.7,1.6,2.3,0.6,0.5,0.3,0.3,1.5,7.7,0,0,1.9
Tristan Thompson,#13,2017-18 ,CLE,6,16.6,5.7,2.0,3.0,66.7,0.0,0.0,0.0,1.7,2.0,83.3,2.7,2.3,5.0,0.5,0.8,0.2,0.2,1.2,12.6,2,0,0.2
Tristan Thompson,#13,2016-17 ,CLE,18,31.2,8.2,3.0,5.1,58.7,0.0,0.0,0.0,2.2,3.3,66.7,3.8,4.5,8.3,1.4,1.2,0.5,0.7,2.0,22.9,2,0,5.3
Tristan Thompson,#13,2015-16 ,CLE,21,29.6,6.7,2.3,4.4,52.7,0.0,0.0,0.0,2.0,3.5,57.5,4.1,4.9,9.0,0.7,0.8,0.4,0.9,2.6,21.4,3,0,6.4
Tristan Thompson,#13,2014-15 ,CLE,20,36.3,9.6,3.6,6.5,55.8,0.0,0.0,0.0,2.4,4.1,58.5,4.4,6.4,10.8,0.5,0.8,0.3,1.2,2.5,26.8,9,0,1.4
Cedi Osman,#16,2017-18 ,CLE,4,3.2,0.5,0.3,1.0,25.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.8,1.6,0,0,-1.3
Kendrick Perkins,#21,2017-18 ,CLE,1,14.5,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,9.2,0,0,3.0
Kendrick Perkins,#21,2014-15 ,CLE,17,9.8,2.6,1.2,2.4,48.8,0.0,0.0,0.0,0.2,0.5,50.0,0.6,1.8,2.4,0.5,1.2,0.1,0.2,1.6,6.0,0,0,-3.5
Larry Nance Jr.,#22,2017-18 ,CLE,8,17.5,4.5,2.0,3.0,66.7,0.0,0.0,0.0,0.5,1.3,40.0,1.0,3.0,4.0,0.6,0.6,0.8,0.5,1.9,13.4,0,0,-5.5
LeBron James,#23,2017-18 ,CLE,9,41.7,34.4,12.7,23.1,54.8,1.6,5.0,31.1,7.6,10.1,74.7,1.7,8.2,9.9,9.0,3.1,1.3,1.0,2.2,63.7,7,2,-0.3
LeBron James,#23,2016-17 ,CLE,18,41.3,32.8,12.1,21.3,56.5,2.4,5.9,41.1,6.3,9.0,69.8,1.1,8.1,9.1,7.8,4.0,1.9,1.3,2.4,61.2,10,3,10.8
LeBron James,#23,2015-16 ,CLE,21,39.1,26.3,10.4,19.9,52.5,1.5,4.5,34.0,3.9,5.9,66.1,2.0,7.5,9.5,7.6,3.6,2.3,1.3,2.6,56.4,13,2,10.0
LeBron James,#23,2014-15 ,CLE,20,42.2,30.1,11.4,27.2,41.7,1.3,5.5,22.7,6.1,8.4,73.1,1.9,9.5,11.3,8.5,4.1,1.7,1.1,2.9,60.3,14,3,4.0
LeBron James,#23,2009-10 ,CLE,11,41.8,29.1,9.6,19.2,50.2,1.8,4.5,40.0,8.0,10.9,73.3,1.4,7.9,9.3,7.6,3.8,1.7,1.8,2.1,58.5,4,2,4.0
LeBron James,#23,2008-09 ,CLE,14,41.4,35.3,11.4,22.3,51.0,1.9,5.8,33.3,10.6,14.2,74.9,1.4,7.8,9.1,7.3,2.7,1.6,0.9,2.1,62.0,7,1,8.7
LeBron James,#23,2007-08 ,CLE,13,42.5,28.2,8.7,21.2,41.1,1.4,5.4,25.7,9.4,12.8,73.1,1.2,6.6,7.8,7.6,4.2,1.8,1.3,2.5,54.1,6,1,5.1
LeBron James,#23,2006-07 ,CLE,20,44.6,25.1,8.3,20.0,41.6,1.1,3.8,28.0,7.4,9.8,75.5,1.3,6.8,8.1,8.0,3.3,1.7,0.5,2.0,49.9,8,0,3.6
LeBron James,#23,2005-06 ,CLE,13,46.5,30.8,11.2,23.6,47.6,1.6,4.8,33.3,6.7,9.1,73.7,1.7,6.4,8.1,5.8,5.0,1.4,0.7,3.4,50.5,4,2,-3.8
Kyle Korver,#26,2017-18 ,CLE,9,25.2,9.1,2.9,7.2,40.0,2.4,6.0,40.7,0.9,1.0,88.9,0.3,2.2,2.6,1.0,0.7,0.7,0.2,1.7,15.7,0,0,2.1
Kyle Korver,#26,2016-17 ,CLE,18,18.1,5.8,1.9,4.4,42.5,1.5,3.8,39.1,0.6,0.6,100,0.1,1.6,1.7,0.7,0.4,0.4,0.3,1.2,10.5,0,0,3.2
Jeff Green,#32,2017-18 ,CLE,9,21.5,7.7,2.4,5.6,44.0,1.2,2.9,42.3,1.6,2.4,63.6,0.2,1.8,2.0,1.7,0.4,0.6,0.8,1.8,16.1,0,0,-2.6
Ante Zizic,#41,2017-18 ,CLE,1,4.2,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,-5.0
Jose Calderon,#81,2017-18 ,CLE,5,15.3,3.2,1.2,3.8,31.6,0.8,3.0,26.7,0.0,0.0,0.0,0.2,0.8,1.0,0.8,1.0,0.8,0.0,2.6,7.0,0,0,-1.4
Andre Drummond,#0,2017-18 ,DET,78,33.7,15.0,6.0,11.3,52.9,0.0,0.1,0.0,3.1,5.1,60.5,5.1,10.9,16.0,3.0,2.6,1.5,1.6,3.2,45.5,62,0,-0.7
Andre Drummond,#0,2016-17 ,DET,81,29.7,13.6,6.0,11.2,53.0,0.0,0.1,28.6,1.7,4.4,38.6,4.3,9.5,13.8,1.1,1.9,1.5,1.1,2.9,37.8,49,0,-3.4
Andre Drummond,#0,2015-16 ,DET,81,32.9,16.2,6.8,13.1,52.1,0.0,0.1,33.3,2.6,7.2,35.5,4.9,9.9,14.8,0.8,1.9,1.5,1.4,3.0,41.9,66,0,1.6
Andre Drummond,#0,2014-15 ,DET,82,30.5,13.8,6.0,11.7,51.4,0.0,0.0,0.0,1.7,4.5,38.9,5.3,8.1,13.5,0.7,1.5,0.9,1.9,3.5,37.7,48,0,-0.7
Andre Drummond,#0,2013-14 ,DET,81,32.3,13.5,5.9,9.5,62.3,0.0,0.0,0.0,1.7,4.0,41.8,5.4,7.8,13.2,0.4,1.4,1.2,1.6,3.4,37.3,57,0,-2.9
Andre Drummond,#0,2012-13 ,DET,60,20.7,7.9,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,7.6,0.5,1.0,1.0,1.6,2.4,24.6,9,0,-0.9
Reggie Jackson,#1,2017-18 ,DET,45,26.7,14.6,5.5,12.8,42.6,1.2,3.8,30.8,2.5,3.0,83.6,0.6,2.1,2.8,5.3,2.2,0.6,0.1,1.9,25.7,0,0,0.3
Reggie Jackson,#1,2016-17 ,DET,52,27.4,14.5,5.5,13.0,41.9,1.3,3.5,35.9,2.3,2.6,86.8,0.4,1.8,2.2,5.2,2.2,0.7,0.1,2.5,25.0,4,0,-4.3
Reggie Jackson,#1,2015-16 ,DET,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.4,0.7,2.5,3.2,6.2,2.8,0.7,0.1,2.4,31.9,9,0,1.6
Reggie Jackson,#1,2014-15 ,DET,27,32.2,17.6,6.8,15.6,43.6,1.0,3.1,33.7,3.0,3.8,79.6,1.0,3.6,4.7,9.2,3.5,0.7,0.1,2.7,36.2,11,2,3.1
Luke Kennard,#5,2017-18 ,DET,73,20.0,7.6,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1.0,85.5,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,14.5,1,0,1.6
Stanley Johnson,#7,2017-18 ,DET,69,27.4,8.7,3.0,8.1,37.5,1.0,3.4,28.6,1.6,2.1,77.2,0.5,3.2,3.7,1.6,1.1,1.4,0.2,2.4,19.1,2,0,-0.7
Stanley Johnson,#7,2016-17 ,DET,77,17.8,4.4,1.7,4.7,35.3,0.6,2.0,29.2,0.5,0.7,67.9,0.5,2.0,2.5,1.4,0.9,0.7,0.3,1.6,11.6,0,0,0.0
Stanley Johnson,#7,2015-16 ,DET,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,1.6,0.8,0.2,2.4,16.8,3,0,-1.9
Henry Ellenson,#8,2017-18 ,DET,38,8.7,4.0,1.4,3.8,36.3,0.5,1.6,33.3,0.7,0.8,86.2,0.3,1.9,2.1,0.5,0.5,0.1,0.0,0.6,7.2,1,0,-0.1
Henry Ellenson,#8,2016-17 ,DET,19,7.7,3.2,1.2,3.4,35.9,0.5,1.8,28.6,0.2,0.4,50.0,0.4,1.7,2.2,0.4,0.7,0.1,0.1,0.3,5.9,1,0,-0.2
Langston Galloway,#9,2017-18 ,DET,58,14.9,6.2,2.2,5.9,37.1,1.3,3.8,34.4,0.6,0.7,80.5,0.2,1.4,1.6,1.0,0.3,0.6,0.1,0.7,11.4,0,0,1.3
Ish Smith,#14,2017-18 ,DET,82,24.9,10.9,4.7,9.8,48.6,0.4,1.2,34.7,1.0,1.4,69.8,0.3,2.4,2.7,4.4,1.3,0.8,0.2,1.7,22.5,3,0,0.5
Ish Smith,#14,2016-17 ,DET,81,24.1,9.4,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,0.3,2.6,2.9,5.2,1.4,0.8,0.4,1.6,22.7,3,0,0.6
Dwight Buycks,#20,2017-18 ,DET,29,14.7,7.4,2.8,6.8,41.4,0.5,1.6,33.3,1.2,1.4,87.8,0.4,1.0,1.4,2.0,1.3,0.7,0.1,1.3,13.0,0,0,0.1
Kay Felder,#22,2017-18 ,TOT,16,8.7,3.6,1.3,4.4,30.0,0.3,1.2,21.1,0.7,0.8,91.7,0.2,0.9,1.1,1.3,1.0,0.2,0.1,0.7,6.5,0,0,-3.0
Blake Griffin,#23,2017-18 ,TOT,58,34.0,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,1.3,6.1,7.4,5.8,2.8,0.7,0.3,2.4,39.1,16,3,1.1
Eric Moreland,#24,2017-18 ,DET,67,12.0,2.1,1.0,1.8,54.1,0.0,0.0,0.0,0.2,0.4,37.9,1.2,2.9,4.1,1.2,0.6,0.5,0.8,1.7,11.9,2,0,0.0
Reggie Bullock,#25,2017-18 ,DET,62,27.9,11.3,4.3,8.8,48.9,2.0,4.5,44.5,0.6,0.8,79.6,0.4,2.0,2.5,1.5,0.8,0.8,0.2,1.1,18.7,0,0,0.4
Reggie Bullock,#25,2016-17 ,DET,31,15.1,4.5,1.7,4.1,42.2,0.9,2.4,38.4,0.2,0.2,71.4,0.4,1.6,2.1,0.9,0.3,0.6,0.1,0.7,10.1,0,0,1.8
Reggie Bullock,#25,2015-16 ,DET,37,11.6,3.3,1.2,2.6,43.9,0.6,1.4,41.5,0.4,0.4,93.3,0.4,1.5,1.8,0.7,0.2,0.3,0.1,0.8,7.4,0,0,-1.6
Jon Leuer,#30,2017-18 ,DET,8,17.1,5.4,1.9,4.5,41.7,0.0,0.4,0.0,1.6,1.9,86.7,0.9,3.1,4.0,0.6,0.9,0.1,0.4,2.0,11.7,0,0,1.5
Jon Leuer,#30,2016-17 ,DET,75,25.9,10.2,4.1,8.6,48.0,0.7,2.2,29.3,1.3,1.5,86.7,1.4,4.0,5.4,1.5,0.9,0.4,0.3,1.9,20.3,3,0,-1.0
James Ennis III,#33,2017-18 ,TOT,72,22.3,7.1,2.5,5.3,47.4,0.7,2.1,33.3,1.3,1.6,83.6,1.0,2.1,3.1,1.0,0.8,0.6,0.3,1.9,14.2,1,0,-2.5
James Ennis III,#33,2015-16 ,TOT,22,14.9,7.2,2.5,5.1,47.8,1.2,2.6,44.8,1.1,1.5,73.5,1.0,1.0,1.9,1.0,0.9,0.7,0.2,1.3,13.0,0,0,-2.0
Reggie Hearn,#38,2017-18 ,DET,3,2.2,1.0,0.3,0.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.7
Jameer Nelson,#41,2017-18 ,TOT,50,20.3,4.9,1.9,4.9,38.9,0.8,2.5,33.1,0.3,0.4,80.0,0.3,1.8,2.1,3.6,1.3,0.5,0.1,1.6,13.3,0,0,-2.2
Jameer Nelson,#41,2014-15 ,TOT,63,22.3,8.3,3.3,8.0,40.7,1.4,4.1,34.5,0.4,0.6,66.7,0.5,1.8,2.3,4.0,1.7,0.7,0.1,2.2,17.9,0,0,-0.2
Anthony Tolliver,#43,2017-18 ,DET,79,22.2,8.9,2.8,6.0,46.4,2.0,4.6,43.6,1.3,1.7,79.7,0.6,2.4,3.1,1.1,0.7,0.4,0.3,1.8,15.5,1,0,0.3
Anthony Tolliver,#43,2015-16 ,DET,72,18.6,5.3,1.8,4.6,38.6,1.4,3.8,36.0,0.4,0.7,61.7,0.5,2.6,3.2,0.7,0.4,0.4,0.2,1.2,11.6,0,0,0.1
Anthony Tolliver,#43,2014-15 ,DET,52,22.3,7.7,2.6,6.1,42.3,1.6,4.4,36.0,1.0,1.2,79.4,0.9,2.8,3.7,0.9,0.8,0.4,0.3,2.3,14.8,1,0,2.5
Alex Poythress,#0,2017-18 ,IND,25,4.2,1.0,0.4,1.0,42.3,0.2,0.4,36.4,0.0,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.1,0.0,0.6,2.4,0,0,-0.8
Lance Stephenson,#1,2017-18 ,IND,7,21.3,10.4,4.3,9.3,46.2,1.1,3.7,30.8,0.7,1.3,55.6,0.4,2.3,2.7,2.9,1.3,0.3,0.1,2.9,18.0,0,0,0.1
Lance Stephenson,#1,2016-17 ,IND,4,26.8,16.0,6.8,13.3,50.9,1.8,4.5,38.9,0.8,1.0,75.0,0.3,5.0,5.3,2.8,1.0,0.5,0.0,2.8,26.9,0,0,2.3
Lance Stephenson,#1,2013-14 ,IND,19,37.1,13.6,5.3,11.6,45.5,1.3,3.5,35.8,1.8,2.6,71.4,1.3,5.6,6.9,4.2,2.4,0.8,0.2,2.9,29.0,3,0,1.0
Lance Stephenson,#1,2012-13 ,IND,19,35.4,9.4,3.6,8.9,40.8,0.9,3.4,28.1,1.2,1.9,62.2,0.7,6.8,7.6,3.3,1.9,1.2,0.1,2.5,25.5,2,0,3.8
Lance Stephenson,#1,2011-12 ,IND,4,3.0,1.5,0.5,2.3,22.2,0.3,0.5,50.0,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.5,1.4,0,0,-3.5
Darren Collison,#2,2017-18 ,IND,7,30.6,11.3,4.4,9.7,45.6,1.1,3.3,34.8,1.3,1.7,75.0,0.1,2.9,3.0,4.7,1.3,1.0,0.0,1.0,23.7,0,0,3.3
Darren Collison,#2,2011-12 ,IND,11,18.6,8.7,3.3,6.4,51.4,0.4,1.0,36.4,1.8,2.1,87.0,0.3,1.0,1.3,3.0,1.0,1.3,0.0,1.0,17.6,0,0,-5.2
